ts,BTC,ETH,SOL,HYPE
2026-01-06 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-06 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-06 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-06 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-06 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-07 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-07 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-07 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-07 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-07 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-07 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-08 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-08 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-08 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-08 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-08 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-08 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-09 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-09 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-09 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-09 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-09 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-09 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-10 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-10 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-10 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-10 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-10 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-10 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-11 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-12 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-13 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-14 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-14 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-14 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-14 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-14 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-14 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-15 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-15 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-15 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-15 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-15 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-15 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-16 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-16 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-16 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-16 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-16 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-16 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-17 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-17 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-17 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-17 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-17 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-17 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-18 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-18 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-18 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-18 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-18 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-18 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-19 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-19 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-19 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-19 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-19 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-19 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-20 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-21 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-22 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-23 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-24 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-25 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-26 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-27 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-28 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-29 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-30 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-01-31 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-01 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 08:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 12:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 16:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-02 20:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-03 04:00:00+00:00,0.0,0.0,0.0,0.0
2026-02-03 08:00:00+00:00,-0.119557,-0.10724,-0.059487,0.116914
2026-02-03 12:00:00+00:00,-0.130133,-0.099809,-0.060076,0.11634
2026-02-03 16:00:00+00:00,-0.132767,-0.095084,-0.053988,0.116175
2026-02-03 20:00:00+00:00,-0.122421,-0.092638,-0.062559,0.116491
2026-02-04 00:00:00+00:00,-0.123164,-0.087923,-0.066556,0.116403
2026-02-04 04:00:00+00:00,-0.12271,-0.086531,-0.068198,0.116392
2026-02-04 08:00:00+00:00,-0.120264,-0.088346,-0.067812,0.116379
2026-02-04 12:00:00+00:00,-0.125241,-0.084538,-0.063514,0.116166
2026-02-04 16:00:00+00:00,-0.130145,-0.082359,-0.062152,0.115756
2026-02-04 20:00:00+00:00,-0.12735,-0.082308,-0.063106,0.116006
2026-02-05 00:00:00+00:00,-0.133338,-0.079697,-0.059529,0.114397
2026-02-05 04:00:00+00:00,-0.134324,-0.079104,-0.059347,0.114218
2026-02-05 08:00:00+00:00,-0.135864,-0.07821,-0.059541,0.113693
2026-02-05 12:00:00+00:00,-0.130722,-0.074754,-0.056486,0.113231
2026-02-05 16:00:00+00:00,-0.130256,-0.068527,-0.060466,0.113106
2026-02-05 20:00:00+00:00,-0.129927,-0.066183,-0.058673,0.113565
2026-02-06 00:00:00+00:00,-0.120984,-0.059659,-0.068802,0.112902
2026-02-06 04:00:00+00:00,-0.122565,-0.064805,-0.061363,0.11177
2026-02-06 08:00:00+00:00,-0.110205,-0.068824,-0.06375,0.111831
2026-02-06 12:00:00+00:00,-0.09986,-0.074837,-0.061911,0.111266
2026-02-06 16:00:00+00:00,-0.090949,-0.071387,-0.067275,0.111149
2026-02-06 20:00:00+00:00,-0.092474,-0.072282,-0.065502,0.110876
2026-02-07 00:00:00+00:00,-0.093065,-0.072877,-0.064411,0.110789
2026-02-07 04:00:00+00:00,-0.096882,-0.069806,-0.061589,0.110798
2026-02-07 08:00:00+00:00,-0.09631,-0.070429,-0.06141,0.110943
2026-02-07 12:00:00+00:00,-0.091697,-0.072844,-0.061449,0.110748
2026-02-07 16:00:00+00:00,-0.096965,-0.070797,-0.059164,0.110666
2026-02-07 20:00:00+00:00,-0.094667,-0.072404,-0.059255,0.110702
2026-02-08 00:00:00+00:00,-0.09632,-0.071649,-0.059082,0.110695
2026-02-08 04:00:00+00:00,-0.09465,-0.073233,-0.058524,0.110699
2026-02-08 08:00:00+00:00,-0.089445,-0.071683,-0.062665,0.110598
2026-02-08 12:00:00+00:00,-0.086057,-0.074198,-0.062661,0.110481
2026-02-08 16:00:00+00:00,-0.086158,-0.072566,-0.064407,0.110268
2026-02-08 20:00:00+00:00,-0.088144,-0.071389,-0.063683,0.110253
2026-02-09 00:00:00+00:00,-0.080825,-0.073334,-0.066425,0.110334
2026-02-09 04:00:00+00:00,-0.081085,-0.072816,-0.066123,0.11016
2026-02-09 08:00:00+00:00,-0.086626,-0.07131,-0.06288,0.109822
2026-02-09 12:00:00+00:00,-0.090045,-0.067672,-0.063268,0.109886
2026-02-09 16:00:00+00:00,-0.087426,-0.065244,-0.065273,0.109712
2026-02-09 20:00:00+00:00,-0.086417,-0.063985,-0.066882,0.109489
2026-02-10 00:00:00+00:00,-0.0872,-0.065029,-0.065124,0.109392
2026-02-10 04:00:00+00:00,-0.084833,-0.066735,-0.064554,0.10916
2026-02-10 08:00:00+00:00,-0.085732,-0.064804,-0.06578,0.109061
2026-02-10 12:00:00+00:00,-0.082874,-0.063753,-0.068615,0.108996
2026-02-10 16:00:00+00:00,-0.078739,-0.065058,-0.070146,0.108939
2026-02-10 20:00:00+00:00,-0.081083,-0.061642,-0.071787,0.108508
2026-02-11 00:00:00+00:00,-0.085489,-0.063057,-0.067972,0.108723
2026-02-11 04:00:00+00:00,-0.085472,-0.062296,-0.067599,0.10874
2026-02-11 08:00:00+00:00,-0.087123,-0.060984,-0.067763,0.109024
2026-02-11 12:00:00+00:00,-0.087186,-0.060738,-0.068217,0.109114
2026-02-11 16:00:00+00:00,-0.082069,-0.05885,-0.073016,0.108895
2026-02-11 20:00:00+00:00,-0.083481,-0.059199,-0.071813,0.108943
2026-02-12 00:00:00+00:00,-0.085477,-0.059111,-0.070086,0.108609
2026-02-12 04:00:00+00:00,-0.08778,-0.058644,-0.069078,0.108579
2026-02-12 08:00:00+00:00,-0.084108,-0.060275,-0.069775,0.107924
2026-02-12 12:00:00+00:00,-0.086603,-0.059427,-0.068963,0.107667
2026-02-12 16:00:00+00:00,-0.089647,-0.056293,-0.069055,0.107348
2026-02-12 20:00:00+00:00,-0.088196,-0.058945,-0.068373,0.107048
2026-02-13 00:00:00+00:00,-0.087748,-0.059509,-0.068155,0.107052
2026-02-13 04:00:00+00:00,-0.08887,-0.060983,-0.066028,0.107094
2026-02-13 08:00:00+00:00,-0.085293,-0.062734,-0.066276,0.107153
2026-02-13 12:00:00+00:00,-0.085472,-0.060831,-0.066592,0.106923
2026-02-13 16:00:00+00:00,-0.088322,-0.059864,-0.065243,0.106921
2026-02-13 20:00:00+00:00,-0.087205,-0.06058,-0.06535,0.106995
2026-02-14 00:00:00+00:00,-0.087813,-0.061709,-0.064245,0.107814
2026-02-14 04:00:00+00:00,-0.085113,-0.062925,-0.065249,0.107832
2026-02-14 08:00:00+00:00,-0.081359,-0.063794,-0.065832,0.107792
2026-02-14 12:00:00+00:00,-0.086793,-0.063992,-0.061866,0.107744
2026-02-14 16:00:00+00:00,-0.093454,-0.066543,-0.054813,0.107671
2026-02-14 20:00:00+00:00,-0.092805,-0.065759,-0.05616,0.10771
2026-02-15 00:00:00+00:00,-0.088468,-0.068979,-0.056005,0.10765
2026-02-15 04:00:00+00:00,-0.087898,-0.071947,-0.052754,0.107577
2026-02-15 08:00:00+00:00,-0.086827,-0.071451,-0.053797,0.107639
2026-02-15 12:00:00+00:00,-0.084929,-0.071512,-0.05451,0.107597
2026-02-15 16:00:00+00:00,-0.081186,-0.074128,-0.05384,0.107434
2026-02-15 20:00:00+00:00,-0.082118,-0.074117,-0.052984,0.107431
2026-02-16 00:00:00+00:00,-0.084166,-0.072847,-0.052777,0.10742
2026-02-16 04:00:00+00:00,-0.080913,-0.072594,-0.055282,0.107291
2026-02-16 08:00:00+00:00,-0.078969,-0.073796,-0.055397,0.107276
2026-02-16 12:00:00+00:00,-0.080682,-0.069801,-0.057725,0.10746
2026-02-16 16:00:00+00:00,-0.080427,-0.073753,-0.053569,0.107333
2026-02-16 20:00:00+00:00,-0.077506,-0.078733,-0.049741,0.106471
2026-02-17 00:00:00+00:00,-0.080266,-0.080104,-0.046287,0.106281
2026-02-17 04:00:00+00:00,-0.081514,-0.080346,-0.0451,0.106087
2026-02-17 08:00:00+00:00,-0.085353,-0.078272,-0.044438,0.105928
2026-02-17 12:00:00+00:00,-0.089095,-0.074002,-0.046128,0.106118
2026-02-17 16:00:00+00:00,-0.090261,-0.073677,-0.045255,0.106318
2026-02-17 20:00:00+00:00,-0.095725,-0.074953,-0.040522,0.106317
2026-02-18 00:00:00+00:00,-0.092437,-0.074616,-0.044051,0.106662
2026-02-18 04:00:00+00:00,-0.089315,-0.07146,-0.049517,0.106897
2026-02-18 08:00:00+00:00,-0.086662,-0.069365,-0.053115,0.106821
2026-02-18 12:00:00+00:00,-0.072867,-0.076363,-0.055633,0.106652
2026-02-18 16:00:00+00:00,-0.07425,-0.073166,-0.057045,0.106718
2026-02-18 20:00:00+00:00,-0.077865,-0.071706,-0.055881,0.106843
2026-02-19 00:00:00+00:00,-0.068501,-0.071939,-0.061889,0.106714
2026-02-19 04:00:00+00:00,-0.067567,-0.069245,-0.065675,0.106923
2026-02-19 08:00:00+00:00,-0.064845,-0.06967,-0.066864,0.106641
2026-02-19 12:00:00+00:00,-0.063663,-0.0697,-0.067876,0.106931
2026-02-19 16:00:00+00:00,-0.068282,-0.068579,-0.065706,0.107297
2026-02-19 20:00:00+00:00,-0.081011,-0.062756,-0.062976,0.107749
2026-02-20 00:00:00+00:00,-0.074682,-0.062292,-0.06801,0.107669
2026-02-20 04:00:00+00:00,-0.068553,-0.065934,-0.068543,0.107487
2026-02-20 08:00:00+00:00,-0.076537,-0.065416,-0.063742,0.107937
2026-02-20 12:00:00+00:00,-0.09437,-0.066228,-0.05117,0.108311
2026-02-20 16:00:00+00:00,-0.095328,-0.071545,-0.045307,0.108099
2026-02-20 20:00:00+00:00,-0.073732,-0.075487,-0.057466,0.108343
2026-02-21 00:00:00+00:00,-0.082874,-0.074708,-0.051962,0.108362
2026-02-21 04:00:00+00:00,-0.075766,-0.065837,-0.065535,0.108536
2026-02-21 08:00:00+00:00,-0.090165,-0.065242,-0.055859,0.108614
2026-02-21 12:00:00+00:00,-0.105476,-0.057317,-0.052116,0.108505
2026-02-21 16:00:00+00:00,-0.094117,-0.058594,-0.059693,0.108808
2026-02-21 20:00:00+00:00,-0.116861,-0.035806,-0.062742,0.107386
2026-02-22 00:00:00+00:00,-0.119926,-0.017098,-0.075044,0.105499
2026-02-22 04:00:00+00:00,-0.120555,-0.003029,-0.084223,0.103354
2026-02-22 08:00:00+00:00,-0.114268,-0.023009,-0.074785,0.106427
2026-02-22 12:00:00+00:00,-0.096783,-0.04422,-0.070181,0.109153
2026-02-22 16:00:00+00:00,-0.10556,-0.032201,-0.073788,0.10808
2026-02-22 20:00:00+00:00,-0.100134,-0.021466,-0.085435,0.106725
2026-02-23 00:00:00+00:00,-0.117545,0.017383,-0.093004,0.098292
2026-02-23 04:00:00+00:00,-0.106935,0.022445,-0.101584,0.0966
2026-02-23 08:00:00+00:00,-0.127591,0.063364,-0.10445,0.083694
2026-02-23 12:00:00+00:00,-0.130257,0.018113,-0.083546,0.097704
2026-02-23 16:00:00+00:00,-0.114543,0.042605,-0.105099,0.090398
2026-02-23 20:00:00+00:00,-0.123742,-0.006135,-0.072872,0.10279
2026-02-24 00:00:00+00:00,-0.137951,-0.020124,-0.050865,0.103752
2026-02-24 04:00:00+00:00,-0.150643,-0.030991,-0.029863,0.102599
2026-02-24 08:00:00+00:00,-0.162804,-0.026702,-0.021472,0.100317
2026-02-24 12:00:00+00:00,-0.208089,0.048106,-0.024361,0.078617
2026-02-24 16:00:00+00:00,-0.158656,0.004897,-0.052986,0.098835
2026-02-24 20:00:00+00:00,-0.246681,0.053537,0.068393,0.035804
2026-02-25 00:00:00+00:00,-0.091797,0.115788,0.088702,-0.080992
2026-02-25 04:00:00+00:00,-0.03183,0.066504,0.115534,-0.095057
2026-02-25 08:00:00+00:00,-0.082725,0.086698,0.113713,-0.083473
2026-02-25 12:00:00+00:00,0.021573,0.095767,0.061557,-0.104268
2026-02-25 16:00:00+00:00,0.070056,0.049897,0.074066,-0.109138
2026-02-25 20:00:00+00:00,0.063412,0.070989,0.058894,-0.109393
2026-02-26 00:00:00+00:00,0.049483,0.040576,0.093879,-0.107453
2026-02-26 04:00:00+00:00,0.04578,0.064155,0.076623,-0.109975
2026-02-26 08:00:00+00:00,0.027632,0.07807,0.074284,-0.108582
2026-02-26 12:00:00+00:00,-0.03793,0.097497,0.08648,-0.097796
2026-02-26 16:00:00+00:00,-0.066667,0.080424,0.11129,-0.089829
2026-02-26 20:00:00+00:00,-0.068934,0.099506,0.095349,-0.091409
2026-02-27 00:00:00+00:00,-0.086945,0.080932,0.115314,-0.086736
2026-02-27 04:00:00+00:00,0.021122,0.048242,0.102981,-0.110016
2026-02-27 08:00:00+00:00,0.026815,0.050776,0.096592,-0.110911
2026-02-27 12:00:00+00:00,-0.009682,0.051256,0.112771,-0.104394
2026-02-27 16:00:00+00:00,0.08448,-0.026653,0.112381,-0.099689
2026-02-27 20:00:00+00:00,0.10472,-0.047718,0.108669,-0.093985
2026-02-28 00:00:00+00:00,0.081267,-0.023702,0.11313,-0.103067
2026-02-28 04:00:00+00:00,-0.181415,-0.061391,0.092659,0.067025
2026-02-28 08:00:00+00:00,-0.15922,-0.083537,0.08702,0.074358
2026-02-28 12:00:00+00:00,-0.192651,-0.0507,0.087578,0.06802
2026-02-28 16:00:00+00:00,-0.17863,-0.064962,0.088792,0.070001
2026-02-28 20:00:00+00:00,-0.144824,-0.096473,0.087945,0.07361
2026-03-01 00:00:00+00:00,-0.172163,0.000554,0.148026,-0.018875
2026-03-01 04:00:00+00:00,-0.178861,-0.005894,0.145681,-0.009673
2026-03-01 08:00:00+00:00,-0.186042,-0.0344,0.135054,0.0203
2026-03-01 12:00:00+00:00,-0.184432,-0.059391,0.096304,0.064324
2026-03-01 16:00:00+00:00,-0.143787,-0.076903,0.027842,0.109021
2026-03-01 20:00:00+00:00,-0.133947,-0.090204,0.037387,0.106927
2026-03-02 00:00:00+00:00,-0.134759,-0.082249,0.025173,0.111933
2026-03-02 04:00:00+00:00,-0.182368,-0.037226,0.027736,0.102846
2026-03-02 08:00:00+00:00,-0.159857,-0.068229,0.040076,0.10329
2026-03-02 12:00:00+00:00,-0.170805,-0.068,0.082072,0.079909
2026-03-02 16:00:00+00:00,-0.171973,-0.073265,0.079823,0.083639
2026-03-02 20:00:00+00:00,-0.123747,-0.089241,0.016917,0.116806
2026-03-03 00:00:00+00:00,-0.104341,-0.091155,-0.002532,0.122231
2026-03-03 04:00:00+00:00,-0.118172,-0.087458,0.007213,0.12014
2026-03-03 08:00:00+00:00,-0.134465,-0.086518,0.027861,0.112769
2026-03-03 12:00:00+00:00,-0.128995,-0.111686,0.077861,0.091367
2026-03-03 16:00:00+00:00,-0.140676,-0.102289,0.121813,0.058431
2026-03-03 20:00:00+00:00,-0.107792,-0.093111,0.163597,0.001654
2026-03-04 00:00:00+00:00,-0.079853,-0.090655,0.170728,-0.021419
2026-03-04 04:00:00+00:00,-0.022603,-0.141342,0.150562,-0.001545
2026-03-04 08:00:00+00:00,0.031086,-0.069249,0.151912,-0.084933
2026-03-04 12:00:00+00:00,0.0411,-0.006656,0.125902,-0.117908
2026-03-04 16:00:00+00:00,0.047837,-0.00419,0.12137,-0.119812
2026-03-04 20:00:00+00:00,0.071824,-0.009626,0.110468,-0.122068
2026-03-05 00:00:00+00:00,0.081249,-0.002204,0.100763,-0.137204
2026-03-05 04:00:00+00:00,0.073146,-0.000664,0.104869,-0.136987
2026-03-05 08:00:00+00:00,0.058272,-8.9e-05,0.112961,-0.135813
2026-03-05 12:00:00+00:00,0.079818,-0.037662,0.117507,-0.125914
2026-03-05 16:00:00+00:00,0.101153,-0.029098,0.103006,-0.131503
2026-03-05 20:00:00+00:00,0.091923,-0.022532,0.106051,-0.134321
2026-03-06 00:00:00+00:00,0.116949,0.000446,0.076709,-0.143619
